,Genero,Idade,AnoMes,Qtd,previsao
3101,Mulheres,15 a 19 anos,2015-06-01,18.0,
3102,Mulheres,15 a 19 anos,2015-07-01,21.0,
3103,Mulheres,15 a 19 anos,2015-08-01,14.0,
3104,Mulheres,15 a 19 anos,2015-09-01,15.0,
3105,Mulheres,15 a 19 anos,2015-10-01,18.0,
3106,Mulheres,15 a 19 anos,2015-11-01,17.0,
3107,Mulheres,15 a 19 anos,2015-12-01,17.0,
3108,Mulheres,15 a 19 anos,2016-01-01,18.0,
3109,Mulheres,15 a 19 anos,2016-02-01,23.0,
3110,Mulheres,15 a 19 anos,2016-03-01,20.0,
3111,Mulheres,15 a 19 anos,2016-04-01,21.0,
3112,Mulheres,15 a 19 anos,2016-05-01,16.0,
3113,Mulheres,15 a 19 anos,2016-06-01,18.0,
3114,Mulheres,15 a 19 anos,2016-07-01,26.0,
3115,Mulheres,15 a 19 anos,2016-08-01,12.0,
3116,Mulheres,15 a 19 anos,2016-09-01,19.0,
3117,Mulheres,15 a 19 anos,2016-10-01,20.0,
3118,Mulheres,15 a 19 anos,2016-11-01,18.0,
3119,Mulheres,15 a 19 anos,2016-12-01,14.0,
3120,Mulheres,15 a 19 anos,2017-01-01,17.0,
3121,Mulheres,15 a 19 anos,2017-02-01,12.0,
3122,Mulheres,15 a 19 anos,2017-03-01,21.0,
3123,Mulheres,15 a 19 anos,2017-04-01,16.0,
3124,Mulheres,15 a 19 anos,2017-05-01,15.0,
3125,Mulheres,15 a 19 anos,2017-06-01,12.0,
3126,Mulheres,15 a 19 anos,2017-07-01,15.0,
3127,Mulheres,15 a 19 anos,2017-08-01,18.0,
3128,Mulheres,15 a 19 anos,2017-09-01,21.0,
3129,Mulheres,15 a 19 anos,2017-10-01,20.0,
3130,Mulheres,15 a 19 anos,2017-11-01,7.0,
3131,Mulheres,15 a 19 anos,2017-12-01,21.0,
3132,Mulheres,15 a 19 anos,2018-01-01,20.0,
3133,Mulheres,15 a 19 anos,2018-02-01,15.0,
3134,Mulheres,15 a 19 anos,2018-03-01,13.0,
3135,Mulheres,15 a 19 anos,2018-04-01,14.0,
3136,Mulheres,15 a 19 anos,2018-05-01,22.0,
3137,Mulheres,15 a 19 anos,2018-06-01,9.0,
3138,Mulheres,15 a 19 anos,2018-07-01,17.0,
3139,Mulheres,15 a 19 anos,2018-08-01,19.0,
3140,Mulheres,15 a 19 anos,2018-09-01,22.0,
3141,Mulheres,15 a 19 anos,2018-10-01,15.0,
3142,Mulheres,15 a 19 anos,2018-11-01,18.0,
3143,Mulheres,15 a 19 anos,2018-12-01,16.0,
3144,Mulheres,15 a 19 anos,2019-01-01,24.0,
3145,Mulheres,15 a 19 anos,2019-02-01,16.0,
3146,Mulheres,15 a 19 anos,2019-03-01,20.0,
3147,Mulheres,15 a 19 anos,2019-04-01,13.0,
3148,Mulheres,15 a 19 anos,2019-05-01,24.0,
3149,Mulheres,15 a 19 anos,2019-06-01,24.0,
3150,Mulheres,15 a 19 anos,2019-07-01,17.0,
3151,Mulheres,15 a 19 anos,2019-08-01,19.0,
3152,Mulheres,15 a 19 anos,2019-09-01,19.0,
3153,Mulheres,15 a 19 anos,2019-10-01,19.0,
3154,Mulheres,15 a 19 anos,2019-11-01,20.0,
3155,Mulheres,15 a 19 anos,2019-12-01,21.0,
3156,Mulheres,15 a 19 anos,2020-01-01,30.0,19.379870904983164
3157,Mulheres,15 a 19 anos,2020-02-01,15.0,19.384472972261005
3158,Mulheres,15 a 19 anos,2020-03-01,14.0,19.389075039538845
3159,Mulheres,15 a 19 anos,2020-04-01,13.0,19.393677106816686
3160,Mulheres,15 a 19 anos,2020-05-01,26.0,19.398279174094526
3161,Mulheres,15 a 19 anos,2020-06-01,21.0,19.402881241372366
3162,Mulheres,15 a 19 anos,2020-07-01,28.0,19.407483308650207
3163,Mulheres,15 a 19 anos,2020-08-01,28.0,19.41208537592805
3164,Mulheres,15 a 19 anos,2020-09-01,26.0,19.41668744320589
3165,Mulheres,15 a 19 anos,2020-10-01,25.0,19.42128951048373
3166,Mulheres,15 a 19 anos,2020-11-01,11.0,19.425891577761572
3167,Mulheres,15 a 19 anos,2020-12-01,17.0,19.430493645039412
3168,Mulheres,20 a 24 anos,2009-01-01,26.0,
3169,Mulheres,20 a 24 anos,2009-02-01,20.0,
3170,Mulheres,20 a 24 anos,2009-03-01,23.0,
3171,Mulheres,20 a 24 anos,2009-04-01,23.0,
3172,Mulheres,20 a 24 anos,2009-05-01,31.0,
3173,Mulheres,20 a 24 anos,2009-06-01,31.0,
3174,Mulheres,20 a 24 anos,2009-07-01,38.0,
3175,Mulheres,20 a 24 anos,2009-08-01,47.0,
3176,Mulheres,20 a 24 anos,2009-09-01,34.0,
3177,Mulheres,20 a 24 anos,2009-10-01,29.0,
3178,Mulheres,20 a 24 anos,2009-11-01,30.0,
3179,Mulheres,20 a 24 anos,2009-12-01,26.0,
3180,Mulheres,20 a 24 anos,2010-01-01,24.0,
3181,Mulheres,20 a 24 anos,2010-02-01,21.0,
3182,Mulheres,20 a 24 anos,2010-03-01,27.0,
3183,Mulheres,20 a 24 anos,2010-04-01,21.0,
3184,Mulheres,20 a 24 anos,2010-05-01,27.0,
3185,Mulheres,20 a 24 anos,2010-06-01,27.0,
3186,Mulheres,20 a 24 anos,2010-07-01,23.0,
3187,Mulheres,20 a 24 anos,2010-08-01,24.0,
3188,Mulheres,20 a 24 anos,2010-09-01,14.0,
3189,Mulheres,20 a 24 anos,2010-10-01,37.0,
3190,Mulheres,20 a 24 anos,2010-11-01,21.0,
3191,Mulheres,20 a 24 anos,2010-12-01,30.0,
3192,Mulheres,20 a 24 anos,2011-01-01,28.0,
3193,Mulheres,20 a 24 anos,2011-02-01,16.0,
3194,Mulheres,20 a 24 anos,2011-03-01,21.0,
3195,Mulheres,20 a 24 anos,2011-04-01,24.0,
3196,Mulheres,20 a 24 anos,2011-05-01,25.0,
3197,Mulheres,20 a 24 anos,2011-06-01,19.0,
3198,Mulheres,20 a 24 anos,2011-07-01,21.0,
3199,Mulheres,20 a 24 anos,2011-08-01,28.0,
3200,Mulheres,20 a 24 anos,2011-09-01,24.0,
3201,Mulheres,20 a 24 anos,2011-10-01,28.0,
3202,Mulheres,20 a 24 anos,2011-11-01,25.0,
3203,Mulheres,20 a 24 anos,2011-12-01,20.0,
3204,Mulheres,20 a 24 anos,2012-01-01,21.0,
3205,Mulheres,20 a 24 anos,2012-02-01,21.0,
3206,Mulheres,20 a 24 anos,2012-03-01,15.0,
3207,Mulheres,20 a 24 anos,2012-04-01,27.0,
3208,Mulheres,20 a 24 anos,2012-05-01,19.0,
3209,Mulheres,20 a 24 anos,2012-06-01,27.0,
3210,Mulheres,20 a 24 anos,2012-07-01,27.0,
3211,Mulheres,20 a 24 anos,2012-08-01,31.0,
3212,Mulheres,20 a 24 anos,2012-09-01,24.0,
3213,Mulheres,20 a 24 anos,2012-10-01,28.0,
3214,Mulheres,20 a 24 anos,2012-11-01,21.0,
3215,Mulheres,20 a 24 anos,2012-12-01,24.0,
3216,Mulheres,20 a 24 anos,2013-01-01,21.0,
3217,Mulheres,20 a 24 anos,2013-02-01,18.0,
3218,Mulheres,20 a 24 anos,2013-03-01,15.0,
3219,Mulheres,20 a 24 anos,2013-04-01,25.0,
3220,Mulheres,20 a 24 anos,2013-05-01,23.0,
3221,Mulheres,20 a 24 anos,2013-06-01,22.0,
3222,Mulheres,20 a 24 anos,2013-07-01,24.0,
3223,Mulheres,20 a 24 anos,2013-08-01,26.0,
3224,Mulheres,20 a 24 anos,2013-09-01,21.0,
3225,Mulheres,20 a 24 anos,2013-10-01,30.0,
3226,Mulheres,20 a 24 anos,2013-11-01,31.0,
3227,Mulheres,20 a 24 anos,2013-12-01,19.0,
3228,Mulheres,20 a 24 anos,2014-01-01,30.0,
3229,Mulheres,20 a 24 anos,2014-02-01,22.0,
3230,Mulheres,20 a 24 anos,2014-03-01,31.0,
3231,Mulheres,20 a 24 anos,2014-04-01,23.0,
3232,Mulheres,20 a 24 anos,2014-05-01,27.0,
3233,Mulheres,20 a 24 anos,2014-06-01,23.0,
3234,Mulheres,20 a 24 anos,2014-07-01,14.0,
3235,Mulheres,20 a 24 anos,2014-08-01,38.0,
3236,Mulheres,20 a 24 anos,2014-09-01,21.0,
3237,Mulheres,20 a 24 anos,2014-10-01,17.0,
3238,Mulheres,20 a 24 anos,2014-11-01,23.0,
3239,Mulheres,20 a 24 anos,2014-12-01,33.0,
3240,Mulheres,20 a 24 anos,2015-01-01,28.0,
3241,Mulheres,20 a 24 anos,2015-02-01,24.0,
3242,Mulheres,20 a 24 anos,2015-03-01,21.0,
3243,Mulheres,20 a 24 anos,2015-04-01,28.0,
3244,Mulheres,20 a 24 anos,2015-05-01,32.0,
3245,Mulheres,20 a 24 anos,2015-06-01,25.0,
3246,Mulheres,20 a 24 anos,2015-07-01,24.0,
3247,Mulheres,20 a 24 anos,2015-08-01,30.0,
3248,Mulheres,20 a 24 anos,2015-09-01,30.0,
3249,Mulheres,20 a 24 anos,2015-10-01,27.0,
3250,Mulheres,20 a 24 anos,2015-11-01,19.0,
3251,Mulheres,20 a 24 anos,2015-12-01,28.0,
3252,Mulheres,20 a 24 anos,2016-01-01,22.0,
3253,Mulheres,20 a 24 anos,2016-02-01,20.0,
3254,Mulheres,20 a 24 anos,2016-03-01,26.0,
3255,Mulheres,20 a 24 anos,2016-04-01,23.0,
3256,Mulheres,20 a 24 anos,2016-05-01,22.0,
3257,Mulheres,20 a 24 anos,2016-06-01,26.0,
3258,Mulheres,20 a 24 anos,2016-07-01,26.0,
3259,Mulheres,20 a 24 anos,2016-08-01,20.0,
3260,Mulheres,20 a 24 anos,2016-09-01,22.0,
3261,Mulheres,20 a 24 anos,2016-10-01,29.0,
3262,Mulheres,20 a 24 anos,2016-11-01,32.0,
3263,Mulheres,20 a 24 anos,2016-12-01,22.0,
3264,Mulheres,20 a 24 anos,2017-01-01,20.0,
3265,Mulheres,20 a 24 anos,2017-02-01,20.0,
3266,Mulheres,20 a 24 anos,2017-03-01,18.0,
3267,Mulheres,20 a 24 anos,2017-04-01,19.0,
3268,Mulheres,20 a 24 anos,2017-05-01,13.0,
3269,Mulheres,20 a 24 anos,2017-06-01,22.0,
3270,Mulheres,20 a 24 anos,2017-07-01,23.0,
3271,Mulheres,20 a 24 anos,2017-08-01,25.0,
3272,Mulheres,20 a 24 anos,2017-09-01,31.0,
3273,Mulheres,20 a 24 anos,2017-10-01,21.0,
3274,Mulheres,20 a 24 anos,2017-11-01,21.0,
3275,Mulheres,20 a 24 anos,2017-12-01,14.0,
3276,Mulheres,20 a 24 anos,2018-01-01,27.0,
3277,Mulheres,20 a 24 anos,2018-02-01,19.0,
3278,Mulheres,20 a 24 anos,2018-03-01,23.0,
3279,Mulheres,20 a 24 anos,2018-04-01,18.0,
3280,Mulheres,20 a 24 anos,2018-05-01,35.0,
3281,Mulheres,20 a 24 anos,2018-06-01,21.0,
3282,Mulheres,20 a 24 anos,2018-07-01,30.0,
3283,Mulheres,20 a 24 anos,2018-08-01,27.0,
3284,Mulheres,20 a 24 anos,2018-09-01,19.0,
3285,Mulheres,20 a 24 anos,2018-10-01,22.0,
3286,Mulheres,20 a 24 anos,2018-11-01,22.0,
3287,Mulheres,20 a 24 anos,2018-12-01,22.0,
3288,Mulheres,20 a 24 anos,2019-01-01,26.0,
3289,Mulheres,20 a 24 anos,2019-02-01,22.0,
3290,Mulheres,20 a 24 anos,2019-03-01,38.0,
3291,Mulheres,20 a 24 anos,2019-04-01,27.0,
3292,Mulheres,20 a 24 anos,2019-05-01,28.0,
3293,Mulheres,20 a 24 anos,2019-06-01,27.0,
3294,Mulheres,20 a 24 anos,2019-07-01,31.0,
3295,Mulheres,20 a 24 anos,2019-08-01,36.0,
3296,Mulheres,20 a 24 anos,2019-09-01,20.0,
3297,Mulheres,20 a 24 anos,2019-10-01,36.0,
3298,Mulheres,20 a 24 anos,2019-11-01,36.0,
3299,Mulheres,20 a 24 anos,2019-12-01,24.0,
3300,Mulheres,20 a 24 anos,2020-01-01,26.0,27.491404923603024
3301,Mulheres,20 a 24 anos,2020-02-01,24.0,22.56430908963209
3302,Mulheres,20 a 24 anos,2020-03-01,29.0,26.279997424563405
3303,Mulheres,20 a 24 anos,2020-04-01,34.0,26.160630752987885
3304,Mulheres,20 a 24 anos,2020-05-01,34.0,28.77378892090728
3305,Mulheres,20 a 24 anos,2020-06-01,34.0,27.531303314638826
3306,Mulheres,20 a 24 anos,2020-07-01,49.0,28.65533543455021
3307,Mulheres,20 a 24 anos,2020-08-01,40.0,34.078290523271164
3308,Mulheres,20 a 24 anos,2020-09-01,42.0,26.72628958042913
3309,Mulheres,20 a 24 anos,2020-10-01,28.0,31.008240840712457
3310,Mulheres,20 a 24 anos,2020-11-01,31.0,28.783786244289455
3311,Mulheres,20 a 24 anos,2020-12-01,44.0,26.820834950096327
3312,Mulheres,25 a 29 anos,2009-01-01,31.0,
3313,Mulheres,25 a 29 anos,2009-02-01,35.0,
3314,Mulheres,25 a 29 anos,2009-03-01,38.0,
3315,Mulheres,25 a 29 anos,2009-04-01,39.0,
3316,Mulheres,25 a 29 anos,2009-05-01,40.0,
3317,Mulheres,25 a 29 anos,2009-06-01,42.0,
3318,Mulheres,25 a 29 anos,2009-07-01,44.0,
3319,Mulheres,25 a 29 anos,2009-08-01,52.0,
3320,Mulheres,25 a 29 anos,2009-09-01,36.0,
3321,Mulheres,25 a 29 anos,2009-10-01,40.0,
3322,Mulheres,25 a 29 anos,2009-11-01,38.0,
3323,Mulheres,25 a 29 anos,2009-12-01,33.0,
3324,Mulheres,25 a 29 anos,2010-01-01,46.0,
3325,Mulheres,25 a 29 anos,2010-02-01,39.0,
3326,Mulheres,25 a 29 anos,2010-03-01,38.0,
3327,Mulheres,25 a 29 anos,2010-04-01,34.0,
3328,Mulheres,25 a 29 anos,2010-05-01,23.0,
3329,Mulheres,25 a 29 anos,2010-06-01,38.0,
3330,Mulheres,25 a 29 anos,2010-07-01,37.0,
3331,Mulheres,25 a 29 anos,2010-08-01,36.0,
3332,Mulheres,25 a 29 anos,2010-09-01,41.0,
3333,Mulheres,25 a 29 anos,2010-10-01,31.0,
3334,Mulheres,25 a 29 anos,2010-11-01,37.0,
3335,Mulheres,25 a 29 anos,2010-12-01,46.0,
3336,Mulheres,25 a 29 anos,2011-01-01,28.0,
3337,Mulheres,25 a 29 anos,2011-02-01,30.0,
3338,Mulheres,25 a 29 anos,2011-03-01,35.0,
3339,Mulheres,25 a 29 anos,2011-04-01,34.0,
3340,Mulheres,25 a 29 anos,2011-05-01,29.0,
3341,Mulheres,25 a 29 anos,2011-06-01,27.0,
3342,Mulheres,25 a 29 anos,2011-07-01,39.0,
3343,Mulheres,25 a 29 anos,2011-08-01,41.0,
3344,Mulheres,25 a 29 anos,2011-09-01,30.0,
3345,Mulheres,25 a 29 anos,2011-10-01,43.0,
3346,Mulheres,25 a 29 anos,2011-11-01,33.0,
3347,Mulheres,25 a 29 anos,2011-12-01,36.0,
3348,Mulheres,25 a 29 anos,2012-01-01,38.0,
3349,Mulheres,25 a 29 anos,2012-02-01,42.0,
3350,Mulheres,25 a 29 anos,2012-03-01,28.0,
3351,Mulheres,25 a 29 anos,2012-04-01,32.0,
3352,Mulheres,25 a 29 anos,2012-05-01,33.0,
3353,Mulheres,25 a 29 anos,2012-06-01,28.0,
3354,Mulheres,25 a 29 anos,2012-07-01,39.0,
3355,Mulheres,25 a 29 anos,2012-08-01,45.0,
3356,Mulheres,25 a 29 anos,2012-09-01,32.0,
3357,Mulheres,25 a 29 anos,2012-10-01,27.0,
3358,Mulheres,25 a 29 anos,2012-11-01,32.0,
3359,Mulheres,25 a 29 anos,2012-12-01,33.0,
3360,Mulheres,25 a 29 anos,2013-01-01,41.0,
3361,Mulheres,25 a 29 anos,2013-02-01,34.0,
3362,Mulheres,25 a 29 anos,2013-03-01,42.0,
3363,Mulheres,25 a 29 anos,2013-04-01,30.0,
3364,Mulheres,25 a 29 anos,2013-05-01,43.0,
3365,Mulheres,25 a 29 anos,2013-06-01,36.0,
3366,Mulheres,25 a 29 anos,2013-07-01,29.0,
3367,Mulheres,25 a 29 anos,2013-08-01,39.0,
3368,Mulheres,25 a 29 anos,2013-09-01,38.0,
3369,Mulheres,25 a 29 anos,2013-10-01,30.0,
3370,Mulheres,25 a 29 anos,2013-11-01,24.0,
3371,Mulheres,25 a 29 anos,2013-12-01,29.0,
3372,Mulheres,25 a 29 anos,2014-01-01,36.0,
3373,Mulheres,25 a 29 anos,2014-02-01,48.0,
3374,Mulheres,25 a 29 anos,2014-03-01,32.0,
3375,Mulheres,25 a 29 anos,2014-04-01,32.0,
3376,Mulheres,25 a 29 anos,2014-05-01,34.0,
3377,Mulheres,25 a 29 anos,2014-06-01,34.0,
3378,Mulheres,25 a 29 anos,2014-07-01,24.0,
3379,Mulheres,25 a 29 anos,2014-08-01,31.0,
3380,Mulheres,25 a 29 anos,2014-09-01,34.0,
3381,Mulheres,25 a 29 anos,2014-10-01,35.0,
3382,Mulheres,25 a 29 anos,2014-11-01,20.0,
3383,Mulheres,25 a 29 anos,2014-12-01,32.0,
3384,Mulheres,25 a 29 anos,2015-01-01,33.0,
3385,Mulheres,25 a 29 anos,2015-02-01,26.0,
3386,Mulheres,25 a 29 anos,2015-03-01,37.0,
3387,Mulheres,25 a 29 anos,2015-04-01,30.0,
3388,Mulheres,25 a 29 anos,2015-05-01,28.0,
3389,Mulheres,25 a 29 anos,2015-06-01,21.0,
3390,Mulheres,25 a 29 anos,2015-07-01,36.0,
3391,Mulheres,25 a 29 anos,2015-08-01,25.0,
3392,Mulheres,25 a 29 anos,2015-09-01,33.0,
3393,Mulheres,25 a 29 anos,2015-10-01,25.0,
3394,Mulheres,25 a 29 anos,2015-11-01,35.0,
3395,Mulheres,25 a 29 anos,2015-12-01,35.0,
3396,Mulheres,25 a 29 anos,2016-01-01,34.0,
3397,Mulheres,25 a 29 anos,2016-02-01,38.0,
3398,Mulheres,25 a 29 anos,2016-03-01,31.0,
3399,Mulheres,25 a 29 anos,2016-04-01,36.0,
3400,Mulheres,25 a 29 anos,2016-05-01,33.0,
3401,Mulheres,25 a 29 anos,2016-06-01,28.0,
3402,Mulheres,25 a 29 anos,2016-07-01,27.0,
3403,Mulheres,25 a 29 anos,2016-08-01,33.0,
3404,Mulheres,25 a 29 anos,2016-09-01,31.0,
3405,Mulheres,25 a 29 anos,2016-10-01,28.0,
3406,Mulheres,25 a 29 anos,2016-11-01,41.0,
3407,Mulheres,25 a 29 anos,2016-12-01,35.0,
3408,Mulheres,25 a 29 anos,2017-01-01,37.0,
3409,Mulheres,25 a 29 anos,2017-02-01,24.0,
3410,Mulheres,25 a 29 anos,2017-03-01,29.0,
3411,Mulheres,25 a 29 anos,2017-04-01,30.0,
3412,Mulheres,25 a 29 anos,2017-05-01,32.0,
3413,Mulheres,25 a 29 anos,2017-06-01,34.0,
3414,Mulheres,25 a 29 anos,2017-07-01,42.0,
3415,Mulheres,25 a 29 anos,2017-08-01,32.0,
3416,Mulheres,25 a 29 anos,2017-09-01,30.0,
3417,Mulheres,25 a 29 anos,2017-10-01,23.0,
3418,Mulheres,25 a 29 anos,2017-11-01,29.0,
3419,Mulheres,25 a 29 anos,2017-12-01,26.0,
3420,Mulheres,25 a 29 anos,2018-01-01,33.0,
3421,Mulheres,25 a 29 anos,2018-02-01,34.0,
3422,Mulheres,25 a 29 anos,2018-03-01,38.0,
3423,Mulheres,25 a 29 anos,2018-04-01,30.0,
3424,Mulheres,25 a 29 anos,2018-05-01,26.0,
3425,Mulheres,25 a 29 anos,2018-06-01,31.0,
3426,Mulheres,25 a 29 anos,2018-07-01,28.0,
3427,Mulheres,25 a 29 anos,2018-08-01,42.0,
3428,Mulheres,25 a 29 anos,2018-09-01,24.0,
3429,Mulheres,25 a 29 anos,2018-10-01,42.0,
3430,Mulheres,25 a 29 anos,2018-11-01,34.0,
3431,Mulheres,25 a 29 anos,2018-12-01,25.0,
3432,Mulheres,25 a 29 anos,2019-01-01,38.0,
3433,Mulheres,25 a 29 anos,2019-02-01,34.0,
3434,Mulheres,25 a 29 anos,2019-03-01,39.0,
3435,Mulheres,25 a 29 anos,2019-04-01,41.0,
3436,Mulheres,25 a 29 anos,2019-05-01,33.0,
3437,Mulheres,25 a 29 anos,2019-06-01,36.0,
3438,Mulheres,25 a 29 anos,2019-07-01,43.0,
3439,Mulheres,25 a 29 anos,2019-08-01,40.0,
3440,Mulheres,25 a 29 anos,2019-09-01,27.0,
3441,Mulheres,25 a 29 anos,2019-10-01,39.0,
3442,Mulheres,25 a 29 anos,2019-11-01,35.0,
3443,Mulheres,25 a 29 anos,2019-12-01,36.0,
3444,Mulheres,25 a 29 anos,2020-01-01,36.0,36.87254503504765
3445,Mulheres,25 a 29 anos,2020-02-01,22.0,35.28620853139753
3446,Mulheres,25 a 29 anos,2020-03-01,48.0,35.129888350949834
3447,Mulheres,25 a 29 anos,2020-04-01,43.0,36.12023987202095
3448,Mulheres,25 a 29 anos,2020-05-01,43.0,35.72407839620701
3449,Mulheres,25 a 29 anos,2020-06-01,42.0,35.887560910240545
3450,Mulheres,25 a 29 anos,2020-07-01,48.0,35.82428774115994
3451,Mulheres,25 a 29 anos,2020-08-01,42.0,35.64876150810529
3452,Mulheres,25 a 29 anos,2020-09-01,41.0,35.743651933434066
3453,Mulheres,25 a 29 anos,2020-10-01,38.0,35.81272097705278
3454,Mulheres,25 a 29 anos,2020-11-01,40.0,35.77547524742824
3455,Mulheres,25 a 29 anos,2020-12-01,43.0,35.78447894432071
3456,Mulheres,30 a 34 anos,2009-01-01,37.0,
3457,Mulheres,30 a 34 anos,2009-02-01,38.0,
3458,Mulheres,30 a 34 anos,2009-03-01,46.0,
3459,Mulheres,30 a 34 anos,2009-04-01,43.0,
3460,Mulheres,30 a 34 anos,2009-05-01,45.0,
3461,Mulheres,30 a 34 anos,2009-06-01,59.0,
3462,Mulheres,30 a 34 anos,2009-07-01,71.0,
3463,Mulheres,30 a 34 anos,2009-08-01,82.0,
3464,Mulheres,30 a 34 anos,2009-09-01,51.0,
3465,Mulheres,30 a 34 anos,2009-10-01,58.0,
3466,Mulheres,30 a 34 anos,2009-11-01,44.0,
3467,Mulheres,30 a 34 anos,2009-12-01,65.0,
3468,Mulheres,30 a 34 anos,2010-01-01,57.0,
3469,Mulheres,30 a 34 anos,2010-02-01,41.0,
3470,Mulheres,30 a 34 anos,2010-03-01,54.0,
3471,Mulheres,30 a 34 anos,2010-04-01,38.0,
3472,Mulheres,30 a 34 anos,2010-05-01,46.0,
3473,Mulheres,30 a 34 anos,2010-06-01,52.0,
3474,Mulheres,30 a 34 anos,2010-07-01,45.0,
3475,Mulheres,30 a 34 anos,2010-08-01,50.0,
3476,Mulheres,30 a 34 anos,2010-09-01,49.0,
3477,Mulheres,30 a 34 anos,2010-10-01,52.0,
3478,Mulheres,30 a 34 anos,2010-11-01,36.0,
3479,Mulheres,30 a 34 anos,2010-12-01,38.0,
3480,Mulheres,30 a 34 anos,2011-01-01,50.0,
3481,Mulheres,30 a 34 anos,2011-02-01,59.0,
3482,Mulheres,30 a 34 anos,2011-03-01,48.0,
3483,Mulheres,30 a 34 anos,2011-04-01,45.0,
3484,Mulheres,30 a 34 anos,2011-05-01,51.0,
3485,Mulheres,30 a 34 anos,2011-06-01,55.0,
3486,Mulheres,30 a 34 anos,2011-07-01,55.0,
3487,Mulheres,30 a 34 anos,2011-08-01,42.0,
3488,Mulheres,30 a 34 anos,2011-09-01,45.0,
3489,Mulheres,30 a 34 anos,2011-10-01,61.0,
3490,Mulheres,30 a 34 anos,2011-11-01,43.0,
3491,Mulheres,30 a 34 anos,2011-12-01,54.0,
3492,Mulheres,30 a 34 anos,2012-01-01,65.0,
3493,Mulheres,30 a 34 anos,2012-02-01,49.0,
3494,Mulheres,30 a 34 anos,2012-03-01,45.0,
3495,Mulheres,30 a 34 anos,2012-04-01,57.0,
3496,Mulheres,30 a 34 anos,2012-05-01,58.0,
3497,Mulheres,30 a 34 anos,2012-06-01,52.0,
3498,Mulheres,30 a 34 anos,2012-07-01,63.0,
3499,Mulheres,30 a 34 anos,2012-08-01,54.0,
3500,Mulheres,30 a 34 anos,2012-09-01,38.0,
3501,Mulheres,30 a 34 anos,2012-10-01,52.0,
3502,Mulheres,30 a 34 anos,2012-11-01,47.0,
3503,Mulheres,30 a 34 anos,2012-12-01,48.0,
3504,Mulheres,30 a 34 anos,2013-01-01,53.0,
3505,Mulheres,30 a 34 anos,2013-02-01,50.0,
3506,Mulheres,30 a 34 anos,2013-03-01,59.0,
3507,Mulheres,30 a 34 anos,2013-04-01,53.0,
3508,Mulheres,30 a 34 anos,2013-05-01,65.0,
3509,Mulheres,30 a 34 anos,2013-06-01,52.0,
3510,Mulheres,30 a 34 anos,2013-07-01,53.0,
3511,Mulheres,30 a 34 anos,2013-08-01,45.0,
3512,Mulheres,30 a 34 anos,2013-09-01,53.0,
3513,Mulheres,30 a 34 anos,2013-10-01,38.0,
3514,Mulheres,30 a 34 anos,2013-11-01,46.0,
3515,Mulheres,30 a 34 anos,2013-12-01,42.0,
3516,Mulheres,30 a 34 anos,2014-01-01,55.0,
3517,Mulheres,30 a 34 anos,2014-02-01,39.0,
3518,Mulheres,30 a 34 anos,2014-03-01,58.0,
3519,Mulheres,30 a 34 anos,2014-04-01,47.0,
3520,Mulheres,30 a 34 anos,2014-05-01,51.0,
3521,Mulheres,30 a 34 anos,2014-06-01,39.0,
3522,Mulheres,30 a 34 anos,2014-07-01,56.0,
3523,Mulheres,30 a 34 anos,2014-08-01,49.0,
3524,Mulheres,30 a 34 anos,2014-09-01,37.0,
3525,Mulheres,30 a 34 anos,2014-10-01,54.0,
3526,Mulheres,30 a 34 anos,2014-11-01,48.0,
3527,Mulheres,30 a 34 anos,2014-12-01,61.0,
3528,Mulheres,30 a 34 anos,2015-01-01,54.0,
3529,Mulheres,30 a 34 anos,2015-02-01,32.0,
3530,Mulheres,30 a 34 anos,2015-03-01,47.0,
3531,Mulheres,30 a 34 anos,2015-04-01,45.0,
3532,Mulheres,30 a 34 anos,2015-05-01,69.0,
3533,Mulheres,30 a 34 anos,2015-06-01,47.0,
3534,Mulheres,30 a 34 anos,2015-07-01,56.0,
3535,Mulheres,30 a 34 anos,2015-08-01,59.0,
3536,Mulheres,30 a 34 anos,2015-09-01,38.0,
3537,Mulheres,30 a 34 anos,2015-10-01,40.0,
3538,Mulheres,30 a 34 anos,2015-11-01,41.0,
3539,Mulheres,30 a 34 anos,2015-12-01,49.0,
3540,Mulheres,30 a 34 anos,2016-01-01,55.0,
3541,Mulheres,30 a 34 anos,2016-02-01,45.0,
3542,Mulheres,30 a 34 anos,2016-03-01,51.0,
3543,Mulheres,30 a 34 anos,2016-04-01,55.0,
3544,Mulheres,30 a 34 anos,2016-05-01,63.0,
3545,Mulheres,30 a 34 anos,2016-06-01,43.0,
3546,Mulheres,30 a 34 anos,2016-07-01,60.0,
3547,Mulheres,30 a 34 anos,2016-08-01,47.0,
3548,Mulheres,30 a 34 anos,2016-09-01,40.0,
3549,Mulheres,30 a 34 anos,2016-10-01,50.0,
3550,Mulheres,30 a 34 anos,2016-11-01,73.0,
3551,Mulheres,30 a 34 anos,2016-12-01,49.0,
3552,Mulheres,30 a 34 anos,2017-01-01,50.0,
3553,Mulheres,30 a 34 anos,2017-02-01,40.0,
3554,Mulheres,30 a 34 anos,2017-03-01,55.0,
3555,Mulheres,30 a 34 anos,2017-04-01,49.0,
3556,Mulheres,30 a 34 anos,2017-05-01,37.0,
3557,Mulheres,30 a 34 anos,2017-06-01,45.0,
