,Genero,Idade,AnoMes,Qtd,previsao
1084,Homens,40 a 44 anos,2015-05-01,165.0,
1085,Homens,40 a 44 anos,2015-06-01,148.0,
1086,Homens,40 a 44 anos,2015-07-01,154.0,
1087,Homens,40 a 44 anos,2015-08-01,144.0,
1088,Homens,40 a 44 anos,2015-09-01,156.0,
1089,Homens,40 a 44 anos,2015-10-01,142.0,
1090,Homens,40 a 44 anos,2015-11-01,132.0,
1091,Homens,40 a 44 anos,2015-12-01,151.0,
1092,Homens,40 a 44 anos,2016-01-01,171.0,
1093,Homens,40 a 44 anos,2016-02-01,127.0,
1094,Homens,40 a 44 anos,2016-03-01,161.0,
1095,Homens,40 a 44 anos,2016-04-01,166.0,
1096,Homens,40 a 44 anos,2016-05-01,154.0,
1097,Homens,40 a 44 anos,2016-06-01,154.0,
1098,Homens,40 a 44 anos,2016-07-01,138.0,
1099,Homens,40 a 44 anos,2016-08-01,153.0,
1100,Homens,40 a 44 anos,2016-09-01,144.0,
1101,Homens,40 a 44 anos,2016-10-01,153.0,
1102,Homens,40 a 44 anos,2016-11-01,120.0,
1103,Homens,40 a 44 anos,2016-12-01,149.0,
1104,Homens,40 a 44 anos,2017-01-01,158.0,
1105,Homens,40 a 44 anos,2017-02-01,125.0,
1106,Homens,40 a 44 anos,2017-03-01,144.0,
1107,Homens,40 a 44 anos,2017-04-01,131.0,
1108,Homens,40 a 44 anos,2017-05-01,145.0,
1109,Homens,40 a 44 anos,2017-06-01,143.0,
1110,Homens,40 a 44 anos,2017-07-01,139.0,
1111,Homens,40 a 44 anos,2017-08-01,160.0,
1112,Homens,40 a 44 anos,2017-09-01,139.0,
1113,Homens,40 a 44 anos,2017-10-01,142.0,
1114,Homens,40 a 44 anos,2017-11-01,139.0,
1115,Homens,40 a 44 anos,2017-12-01,158.0,
1116,Homens,40 a 44 anos,2018-01-01,142.0,
1117,Homens,40 a 44 anos,2018-02-01,136.0,
1118,Homens,40 a 44 anos,2018-03-01,128.0,
1119,Homens,40 a 44 anos,2018-04-01,136.0,
1120,Homens,40 a 44 anos,2018-05-01,165.0,
1121,Homens,40 a 44 anos,2018-06-01,146.0,
1122,Homens,40 a 44 anos,2018-07-01,155.0,
1123,Homens,40 a 44 anos,2018-08-01,152.0,
1124,Homens,40 a 44 anos,2018-09-01,153.0,
1125,Homens,40 a 44 anos,2018-10-01,133.0,
1126,Homens,40 a 44 anos,2018-11-01,139.0,
1127,Homens,40 a 44 anos,2018-12-01,159.0,
1128,Homens,40 a 44 anos,2019-01-01,144.0,
1129,Homens,40 a 44 anos,2019-02-01,128.0,
1130,Homens,40 a 44 anos,2019-03-01,172.0,
1131,Homens,40 a 44 anos,2019-04-01,167.0,
1132,Homens,40 a 44 anos,2019-05-01,149.0,
1133,Homens,40 a 44 anos,2019-06-01,162.0,
1134,Homens,40 a 44 anos,2019-07-01,139.0,
1135,Homens,40 a 44 anos,2019-08-01,156.0,
1136,Homens,40 a 44 anos,2019-09-01,141.0,
1137,Homens,40 a 44 anos,2019-10-01,147.0,
1138,Homens,40 a 44 anos,2019-11-01,146.0,
1139,Homens,40 a 44 anos,2019-12-01,156.0,
1140,Homens,40 a 44 anos,2020-01-01,159.0,151.2354093102333
1141,Homens,40 a 44 anos,2020-02-01,144.0,130.26396687351578
1142,Homens,40 a 44 anos,2020-03-01,179.0,148.22315279793142
1143,Homens,40 a 44 anos,2020-04-01,267.0,151.50895568322156
1144,Homens,40 a 44 anos,2020-05-01,284.0,156.5690010145463
1145,Homens,40 a 44 anos,2020-06-01,245.0,152.9545491648832
1146,Homens,40 a 44 anos,2020-07-01,212.0,152.41789616181018
1147,Homens,40 a 44 anos,2020-08-01,237.0,153.74816167283686
1148,Homens,40 a 44 anos,2020-09-01,173.0,148.78881323941434
1149,Homens,40 a 44 anos,2020-10-01,159.0,149.0292129538944
1150,Homens,40 a 44 anos,2020-11-01,169.0,140.44143962690907
1151,Homens,40 a 44 anos,2020-12-01,212.0,156.17941121166106
1152,Homens,45 a 49 anos,2009-01-01,253.0,
1153,Homens,45 a 49 anos,2009-02-01,234.0,
1154,Homens,45 a 49 anos,2009-03-01,237.0,
1155,Homens,45 a 49 anos,2009-04-01,263.0,
1156,Homens,45 a 49 anos,2009-05-01,266.0,
1157,Homens,45 a 49 anos,2009-06-01,266.0,
1158,Homens,45 a 49 anos,2009-07-01,272.0,
1159,Homens,45 a 49 anos,2009-08-01,251.0,
1160,Homens,45 a 49 anos,2009-09-01,227.0,
1161,Homens,45 a 49 anos,2009-10-01,226.0,
1162,Homens,45 a 49 anos,2009-11-01,208.0,
1163,Homens,45 a 49 anos,2009-12-01,243.0,
1164,Homens,45 a 49 anos,2010-01-01,237.0,
1165,Homens,45 a 49 anos,2010-02-01,232.0,
1166,Homens,45 a 49 anos,2010-03-01,227.0,
1167,Homens,45 a 49 anos,2010-04-01,249.0,
1168,Homens,45 a 49 anos,2010-05-01,261.0,
1169,Homens,45 a 49 anos,2010-06-01,235.0,
1170,Homens,45 a 49 anos,2010-07-01,243.0,
1171,Homens,45 a 49 anos,2010-08-01,269.0,
1172,Homens,45 a 49 anos,2010-09-01,235.0,
1173,Homens,45 a 49 anos,2010-10-01,232.0,
1174,Homens,45 a 49 anos,2010-11-01,221.0,
1175,Homens,45 a 49 anos,2010-12-01,301.0,
1176,Homens,45 a 49 anos,2011-01-01,257.0,
1177,Homens,45 a 49 anos,2011-02-01,231.0,
1178,Homens,45 a 49 anos,2011-03-01,271.0,
1179,Homens,45 a 49 anos,2011-04-01,219.0,
1180,Homens,45 a 49 anos,2011-05-01,247.0,
1181,Homens,45 a 49 anos,2011-06-01,265.0,
1182,Homens,45 a 49 anos,2011-07-01,279.0,
1183,Homens,45 a 49 anos,2011-08-01,262.0,
1184,Homens,45 a 49 anos,2011-09-01,241.0,
1185,Homens,45 a 49 anos,2011-10-01,271.0,
1186,Homens,45 a 49 anos,2011-11-01,229.0,
1187,Homens,45 a 49 anos,2011-12-01,272.0,
1188,Homens,45 a 49 anos,2012-01-01,244.0,
1189,Homens,45 a 49 anos,2012-02-01,220.0,
1190,Homens,45 a 49 anos,2012-03-01,231.0,
1191,Homens,45 a 49 anos,2012-04-01,218.0,
1192,Homens,45 a 49 anos,2012-05-01,254.0,
1193,Homens,45 a 49 anos,2012-06-01,268.0,
1194,Homens,45 a 49 anos,2012-07-01,268.0,
1195,Homens,45 a 49 anos,2012-08-01,231.0,
1196,Homens,45 a 49 anos,2012-09-01,228.0,
1197,Homens,45 a 49 anos,2012-10-01,243.0,
1198,Homens,45 a 49 anos,2012-11-01,202.0,
1199,Homens,45 a 49 anos,2012-12-01,258.0,
1200,Homens,45 a 49 anos,2013-01-01,219.0,
1201,Homens,45 a 49 anos,2013-02-01,239.0,
1202,Homens,45 a 49 anos,2013-03-01,243.0,
1203,Homens,45 a 49 anos,2013-04-01,250.0,
1204,Homens,45 a 49 anos,2013-05-01,301.0,
1205,Homens,45 a 49 anos,2013-06-01,249.0,
1206,Homens,45 a 49 anos,2013-07-01,264.0,
1207,Homens,45 a 49 anos,2013-08-01,242.0,
1208,Homens,45 a 49 anos,2013-09-01,229.0,
1209,Homens,45 a 49 anos,2013-10-01,227.0,
1210,Homens,45 a 49 anos,2013-11-01,209.0,
1211,Homens,45 a 49 anos,2013-12-01,230.0,
1212,Homens,45 a 49 anos,2014-01-01,238.0,
1213,Homens,45 a 49 anos,2014-02-01,211.0,
1214,Homens,45 a 49 anos,2014-03-01,234.0,
1215,Homens,45 a 49 anos,2014-04-01,221.0,
1216,Homens,45 a 49 anos,2014-05-01,278.0,
1217,Homens,45 a 49 anos,2014-06-01,242.0,
1218,Homens,45 a 49 anos,2014-07-01,234.0,
1219,Homens,45 a 49 anos,2014-08-01,233.0,
1220,Homens,45 a 49 anos,2014-09-01,226.0,
1221,Homens,45 a 49 anos,2014-10-01,252.0,
1222,Homens,45 a 49 anos,2014-11-01,219.0,
1223,Homens,45 a 49 anos,2014-12-01,255.0,
1224,Homens,45 a 49 anos,2015-01-01,210.0,
1225,Homens,45 a 49 anos,2015-02-01,225.0,
1226,Homens,45 a 49 anos,2015-03-01,244.0,
1227,Homens,45 a 49 anos,2015-04-01,229.0,
1228,Homens,45 a 49 anos,2015-05-01,237.0,
1229,Homens,45 a 49 anos,2015-06-01,256.0,
1230,Homens,45 a 49 anos,2015-07-01,257.0,
1231,Homens,45 a 49 anos,2015-08-01,209.0,
1232,Homens,45 a 49 anos,2015-09-01,213.0,
1233,Homens,45 a 49 anos,2015-10-01,224.0,
1234,Homens,45 a 49 anos,2015-11-01,192.0,
1235,Homens,45 a 49 anos,2015-12-01,207.0,
1236,Homens,45 a 49 anos,2016-01-01,233.0,
1237,Homens,45 a 49 anos,2016-02-01,215.0,
1238,Homens,45 a 49 anos,2016-03-01,281.0,
1239,Homens,45 a 49 anos,2016-04-01,248.0,
1240,Homens,45 a 49 anos,2016-05-01,232.0,
1241,Homens,45 a 49 anos,2016-06-01,250.0,
1242,Homens,45 a 49 anos,2016-07-01,230.0,
1243,Homens,45 a 49 anos,2016-08-01,257.0,
1244,Homens,45 a 49 anos,2016-09-01,248.0,
1245,Homens,45 a 49 anos,2016-10-01,225.0,
1246,Homens,45 a 49 anos,2016-11-01,190.0,
1247,Homens,45 a 49 anos,2016-12-01,244.0,
1248,Homens,45 a 49 anos,2017-01-01,215.0,
1249,Homens,45 a 49 anos,2017-02-01,205.0,
1250,Homens,45 a 49 anos,2017-03-01,208.0,
1251,Homens,45 a 49 anos,2017-04-01,195.0,
1252,Homens,45 a 49 anos,2017-05-01,240.0,
1253,Homens,45 a 49 anos,2017-06-01,220.0,
1254,Homens,45 a 49 anos,2017-07-01,228.0,
1255,Homens,45 a 49 anos,2017-08-01,219.0,
1256,Homens,45 a 49 anos,2017-09-01,218.0,
1257,Homens,45 a 49 anos,2017-10-01,193.0,
1258,Homens,45 a 49 anos,2017-11-01,210.0,
1259,Homens,45 a 49 anos,2017-12-01,245.0,
1260,Homens,45 a 49 anos,2018-01-01,221.0,
1261,Homens,45 a 49 anos,2018-02-01,214.0,
1262,Homens,45 a 49 anos,2018-03-01,214.0,
1263,Homens,45 a 49 anos,2018-04-01,195.0,
1264,Homens,45 a 49 anos,2018-05-01,221.0,
1265,Homens,45 a 49 anos,2018-06-01,247.0,
1266,Homens,45 a 49 anos,2018-07-01,232.0,
1267,Homens,45 a 49 anos,2018-08-01,221.0,
1268,Homens,45 a 49 anos,2018-09-01,224.0,
1269,Homens,45 a 49 anos,2018-10-01,198.0,
1270,Homens,45 a 49 anos,2018-11-01,212.0,
1271,Homens,45 a 49 anos,2018-12-01,200.0,
1272,Homens,45 a 49 anos,2019-01-01,217.0,
1273,Homens,45 a 49 anos,2019-02-01,205.0,
1274,Homens,45 a 49 anos,2019-03-01,211.0,
1275,Homens,45 a 49 anos,2019-04-01,200.0,
1276,Homens,45 a 49 anos,2019-05-01,212.0,
1277,Homens,45 a 49 anos,2019-06-01,249.0,
1278,Homens,45 a 49 anos,2019-07-01,221.0,
1279,Homens,45 a 49 anos,2019-08-01,239.0,
1280,Homens,45 a 49 anos,2019-09-01,212.0,
1281,Homens,45 a 49 anos,2019-10-01,242.0,
1282,Homens,45 a 49 anos,2019-11-01,206.0,
1283,Homens,45 a 49 anos,2019-12-01,217.0,
1284,Homens,45 a 49 anos,2020-01-01,231.0,216.59949974940315
1285,Homens,45 a 49 anos,2020-02-01,198.0,216.4527892901148
1286,Homens,45 a 49 anos,2020-03-01,228.0,216.30625337377782
1287,Homens,45 a 49 anos,2020-04-01,311.0,216.159891704107
1288,Homens,45 a 49 anos,2020-05-01,371.0,216.01370398546183
1289,Homens,45 a 49 anos,2020-06-01,345.0,215.86768992286017
1290,Homens,45 a 49 anos,2020-07-01,313.0,215.72184922196953
1291,Homens,45 a 49 anos,2020-08-01,322.0,215.5761815890983
1292,Homens,45 a 49 anos,2020-09-01,250.0,215.43068673120595
1293,Homens,45 a 49 anos,2020-10-01,241.0,215.28536435589692
1294,Homens,45 a 49 anos,2020-11-01,272.0,215.14021417141893
1295,Homens,45 a 49 anos,2020-12-01,292.0,214.99523588665645
1296,Homens,5 a 9 anos,2009-01-01,12.0,
1297,Homens,5 a 9 anos,2009-02-01,16.0,
1298,Homens,5 a 9 anos,2009-03-01,15.0,
1299,Homens,5 a 9 anos,2009-04-01,13.0,
1300,Homens,5 a 9 anos,2009-05-01,9.0,
1301,Homens,5 a 9 anos,2009-06-01,10.0,
1302,Homens,5 a 9 anos,2009-07-01,17.0,
1303,Homens,5 a 9 anos,2009-08-01,15.0,
1304,Homens,5 a 9 anos,2009-09-01,11.0,
1305,Homens,5 a 9 anos,2009-10-01,13.0,
1306,Homens,5 a 9 anos,2009-11-01,3.0,
1307,Homens,5 a 9 anos,2009-12-01,9.0,
1308,Homens,5 a 9 anos,2010-01-01,8.0,
1309,Homens,5 a 9 anos,2010-02-01,8.0,
1310,Homens,5 a 9 anos,2010-03-01,15.0,
1311,Homens,5 a 9 anos,2010-04-01,12.0,
1312,Homens,5 a 9 anos,2010-05-01,16.0,
1313,Homens,5 a 9 anos,2010-06-01,9.0,
1314,Homens,5 a 9 anos,2010-07-01,11.0,
1315,Homens,5 a 9 anos,2010-08-01,13.0,
1316,Homens,5 a 9 anos,2010-09-01,7.0,
1317,Homens,5 a 9 anos,2010-10-01,13.0,
1318,Homens,5 a 9 anos,2010-11-01,7.0,
1319,Homens,5 a 9 anos,2010-12-01,9.0,
1320,Homens,5 a 9 anos,2011-01-01,11.0,
1321,Homens,5 a 9 anos,2011-02-01,7.0,
1322,Homens,5 a 9 anos,2011-03-01,10.0,
1323,Homens,5 a 9 anos,2011-04-01,8.0,
1324,Homens,5 a 9 anos,2011-05-01,9.0,
1325,Homens,5 a 9 anos,2011-06-01,4.0,
1326,Homens,5 a 9 anos,2011-07-01,11.0,
1327,Homens,5 a 9 anos,2011-08-01,13.0,
1328,Homens,5 a 9 anos,2011-09-01,7.0,
1329,Homens,5 a 9 anos,2011-10-01,12.0,
1330,Homens,5 a 9 anos,2011-11-01,12.0,
1331,Homens,5 a 9 anos,2011-12-01,9.0,
1332,Homens,5 a 9 anos,2012-01-01,8.0,
1333,Homens,5 a 9 anos,2012-02-01,8.0,
1334,Homens,5 a 9 anos,2012-03-01,5.0,
1335,Homens,5 a 9 anos,2012-04-01,9.0,
1336,Homens,5 a 9 anos,2012-05-01,11.0,
1337,Homens,5 a 9 anos,2012-06-01,11.0,
1338,Homens,5 a 9 anos,2012-07-01,13.0,
1339,Homens,5 a 9 anos,2012-08-01,18.0,
1340,Homens,5 a 9 anos,2012-09-01,14.0,
1341,Homens,5 a 9 anos,2012-10-01,9.0,
1342,Homens,5 a 9 anos,2012-11-01,15.0,
1343,Homens,5 a 9 anos,2012-12-01,8.0,
1344,Homens,5 a 9 anos,2013-01-01,15.0,
1345,Homens,5 a 9 anos,2013-02-01,9.0,
1346,Homens,5 a 9 anos,2013-03-01,11.0,
1347,Homens,5 a 9 anos,2013-04-01,12.0,
1348,Homens,5 a 9 anos,2013-05-01,11.0,
1349,Homens,5 a 9 anos,2013-06-01,9.0,
1350,Homens,5 a 9 anos,2013-07-01,14.0,
1351,Homens,5 a 9 anos,2013-08-01,13.0,
1352,Homens,5 a 9 anos,2013-09-01,13.0,
1353,Homens,5 a 9 anos,2013-10-01,14.0,
1354,Homens,5 a 9 anos,2013-11-01,11.0,
1355,Homens,5 a 9 anos,2013-12-01,10.0,
1356,Homens,5 a 9 anos,2014-01-01,12.0,
1357,Homens,5 a 9 anos,2014-02-01,9.0,
1358,Homens,5 a 9 anos,2014-03-01,5.0,
1359,Homens,5 a 9 anos,2014-04-01,12.0,
1360,Homens,5 a 9 anos,2014-05-01,10.0,
1361,Homens,5 a 9 anos,2014-06-01,8.0,
1362,Homens,5 a 9 anos,2014-07-01,12.0,
1363,Homens,5 a 9 anos,2014-08-01,15.0,
1364,Homens,5 a 9 anos,2014-09-01,5.0,
1365,Homens,5 a 9 anos,2014-10-01,7.0,
1366,Homens,5 a 9 anos,2014-11-01,6.0,
1367,Homens,5 a 9 anos,2014-12-01,10.0,
1368,Homens,5 a 9 anos,2015-01-01,8.0,
1369,Homens,5 a 9 anos,2015-02-01,7.0,
1370,Homens,5 a 9 anos,2015-03-01,6.0,
1371,Homens,5 a 9 anos,2015-04-01,11.0,
1372,Homens,5 a 9 anos,2015-05-01,8.0,
1373,Homens,5 a 9 anos,2015-06-01,9.0,
1374,Homens,5 a 9 anos,2015-07-01,12.0,
1375,Homens,5 a 9 anos,2015-08-01,8.0,
1376,Homens,5 a 9 anos,2015-09-01,6.0,
1377,Homens,5 a 9 anos,2015-10-01,8.0,
1378,Homens,5 a 9 anos,2015-11-01,5.0,
1379,Homens,5 a 9 anos,2015-12-01,6.0,
1380,Homens,5 a 9 anos,2016-01-01,9.0,
1381,Homens,5 a 9 anos,2016-02-01,12.0,
1382,Homens,5 a 9 anos,2016-03-01,9.0,
1383,Homens,5 a 9 anos,2016-04-01,7.0,
1384,Homens,5 a 9 anos,2016-05-01,8.0,
1385,Homens,5 a 9 anos,2016-06-01,5.0,
1386,Homens,5 a 9 anos,2016-07-01,9.0,
1387,Homens,5 a 9 anos,2016-08-01,6.0,
1388,Homens,5 a 9 anos,2016-09-01,11.0,
1389,Homens,5 a 9 anos,2016-10-01,10.0,
1390,Homens,5 a 9 anos,2016-11-01,13.0,
1391,Homens,5 a 9 anos,2016-12-01,12.0,
1392,Homens,5 a 9 anos,2017-01-01,7.0,
1393,Homens,5 a 9 anos,2017-02-01,9.0,
1394,Homens,5 a 9 anos,2017-03-01,9.0,
1395,Homens,5 a 9 anos,2017-04-01,10.0,
1396,Homens,5 a 9 anos,2017-05-01,9.0,
1397,Homens,5 a 9 anos,2017-06-01,7.0,
1398,Homens,5 a 9 anos,2017-07-01,11.0,
1399,Homens,5 a 9 anos,2017-08-01,8.0,
1400,Homens,5 a 9 anos,2017-09-01,12.0,
1401,Homens,5 a 9 anos,2017-10-01,8.0,
1402,Homens,5 a 9 anos,2017-11-01,8.0,
1403,Homens,5 a 9 anos,2017-12-01,12.0,
1404,Homens,5 a 9 anos,2018-01-01,6.0,
1405,Homens,5 a 9 anos,2018-02-01,5.0,
1406,Homens,5 a 9 anos,2018-03-01,1.0,
1407,Homens,5 a 9 anos,2018-04-01,16.0,
1408,Homens,5 a 9 anos,2018-05-01,9.0,
1409,Homens,5 a 9 anos,2018-06-01,9.0,
1410,Homens,5 a 9 anos,2018-07-01,8.0,
1411,Homens,5 a 9 anos,2018-08-01,9.0,
1412,Homens,5 a 9 anos,2018-09-01,8.0,
1413,Homens,5 a 9 anos,2018-10-01,15.0,
1414,Homens,5 a 9 anos,2018-11-01,11.0,
1415,Homens,5 a 9 anos,2018-12-01,8.0,
1416,Homens,5 a 9 anos,2019-01-01,9.0,
1417,Homens,5 a 9 anos,2019-02-01,6.0,
1418,Homens,5 a 9 anos,2019-03-01,14.0,
1419,Homens,5 a 9 anos,2019-04-01,12.0,
1420,Homens,5 a 9 anos,2019-05-01,6.0,
1421,Homens,5 a 9 anos,2019-06-01,4.0,
1422,Homens,5 a 9 anos,2019-07-01,6.0,
1423,Homens,5 a 9 anos,2019-08-01,8.0,
1424,Homens,5 a 9 anos,2019-09-01,6.0,
1425,Homens,5 a 9 anos,2019-10-01,7.0,
1426,Homens,5 a 9 anos,2019-11-01,12.0,
1427,Homens,5 a 9 anos,2019-12-01,9.0,
1428,Homens,5 a 9 anos,2020-01-01,8.0,8.558219730744725
1429,Homens,5 a 9 anos,2020-02-01,5.0,8.558219730744725
1430,Homens,5 a 9 anos,2020-03-01,8.0,8.558219730744725
1431,Homens,5 a 9 anos,2020-04-01,8.0,8.558219730744725
1432,Homens,5 a 9 anos,2020-05-01,9.0,8.558219730744725
1433,Homens,5 a 9 anos,2020-06-01,8.0,8.558219730744725
1434,Homens,5 a 9 anos,2020-07-01,7.0,8.558219730744725
1435,Homens,5 a 9 anos,2020-08-01,6.0,8.558219730744725
1436,Homens,5 a 9 anos,2020-09-01,6.0,8.558219730744725
1437,Homens,5 a 9 anos,2020-10-01,13.0,8.558219730744725
1438,Homens,5 a 9 anos,2020-11-01,5.0,8.558219730744725
1439,Homens,5 a 9 anos,2020-12-01,9.0,8.558219730744725
1440,Homens,50 a 54 anos,2009-01-01,336.0,
1441,Homens,50 a 54 anos,2009-02-01,300.0,
1442,Homens,50 a 54 anos,2009-03-01,373.0,
1443,Homens,50 a 54 anos,2009-04-01,333.0,
1444,Homens,50 a 54 anos,2009-05-01,394.0,
1445,Homens,50 a 54 anos,2009-06-01,381.0,
1446,Homens,50 a 54 anos,2009-07-01,434.0,
1447,Homens,50 a 54 anos,2009-08-01,371.0,
1448,Homens,50 a 54 anos,2009-09-01,330.0,
1449,Homens,50 a 54 anos,2009-10-01,344.0,
1450,Homens,50 a 54 anos,2009-11-01,321.0,
1451,Homens,50 a 54 anos,2009-12-01,359.0,
1452,Homens,50 a 54 anos,2010-01-01,329.0,
1453,Homens,50 a 54 anos,2010-02-01,307.0,
1454,Homens,50 a 54 anos,2010-03-01,343.0,
1455,Homens,50 a 54 anos,2010-04-01,345.0,
1456,Homens,50 a 54 anos,2010-05-01,319.0,
1457,Homens,50 a 54 anos,2010-06-01,377.0,
1458,Homens,50 a 54 anos,2010-07-01,386.0,
1459,Homens,50 a 54 anos,2010-08-01,386.0,
1460,Homens,50 a 54 anos,2010-09-01,358.0,
1461,Homens,50 a 54 anos,2010-10-01,352.0,
1462,Homens,50 a 54 anos,2010-11-01,363.0,
1463,Homens,50 a 54 anos,2010-12-01,370.0,
1464,Homens,50 a 54 anos,2011-01-01,366.0,
1465,Homens,50 a 54 anos,2011-02-01,306.0,
1466,Homens,50 a 54 anos,2011-03-01,371.0,
1467,Homens,50 a 54 anos,2011-04-01,367.0,
1468,Homens,50 a 54 anos,2011-05-01,358.0,
1469,Homens,50 a 54 anos,2011-06-01,411.0,
1470,Homens,50 a 54 anos,2011-07-01,379.0,
1471,Homens,50 a 54 anos,2011-08-01,387.0,
1472,Homens,50 a 54 anos,2011-09-01,328.0,
1473,Homens,50 a 54 anos,2011-10-01,346.0,
1474,Homens,50 a 54 anos,2011-11-01,327.0,
1475,Homens,50 a 54 anos,2011-12-01,373.0,
1476,Homens,50 a 54 anos,2012-01-01,345.0,
1477,Homens,50 a 54 anos,2012-02-01,320.0,
1478,Homens,50 a 54 anos,2012-03-01,347.0,
1479,Homens,50 a 54 anos,2012-04-01,292.0,
1480,Homens,50 a 54 anos,2012-05-01,382.0,
1481,Homens,50 a 54 anos,2012-06-01,332.0,
1482,Homens,50 a 54 anos,2012-07-01,365.0,
1483,Homens,50 a 54 anos,2012-08-01,374.0,
1484,Homens,50 a 54 anos,2012-09-01,327.0,
1485,Homens,50 a 54 anos,2012-10-01,289.0,
1486,Homens,50 a 54 anos,2012-11-01,301.0,
1487,Homens,50 a 54 anos,2012-12-01,380.0,
1488,Homens,50 a 54 anos,2013-01-01,378.0,
1489,Homens,50 a 54 anos,2013-02-01,296.0,
1490,Homens,50 a 54 anos,2013-03-01,330.0,
1491,Homens,50 a 54 anos,2013-04-01,349.0,
1492,Homens,50 a 54 anos,2013-05-01,372.0,
1493,Homens,50 a 54 anos,2013-06-01,372.0,
1494,Homens,50 a 54 anos,2013-07-01,383.0,
1495,Homens,50 a 54 anos,2013-08-01,378.0,
1496,Homens,50 a 54 anos,2013-09-01,318.0,
1497,Homens,50 a 54 anos,2013-10-01,336.0,
1498,Homens,50 a 54 anos,2013-11-01,287.0,
1499,Homens,50 a 54 anos,2013-12-01,352.0,
1500,Homens,50 a 54 anos,2014-01-01,312.0,
1501,Homens,50 a 54 anos,2014-02-01,319.0,
1502,Homens,50 a 54 anos,2014-03-01,342.0,
1503,Homens,50 a 54 anos,2014-04-01,309.0,
1504,Homens,50 a 54 anos,2014-05-01,351.0,
1505,Homens,50 a 54 anos,2014-06-01,350.0,
1506,Homens,50 a 54 anos,2014-07-01,333.0,
1507,Homens,50 a 54 anos,2014-08-01,342.0,
1508,Homens,50 a 54 anos,2014-09-01,340.0,
1509,Homens,50 a 54 anos,2014-10-01,334.0,
1510,Homens,50 a 54 anos,2014-11-01,328.0,
1511,Homens,50 a 54 anos,2014-12-01,292.0,
1512,Homens,50 a 54 anos,2015-01-01,353.0,
1513,Homens,50 a 54 anos,2015-02-01,291.0,
1514,Homens,50 a 54 anos,2015-03-01,358.0,
1515,Homens,50 a 54 anos,2015-04-01,328.0,
1516,Homens,50 a 54 anos,2015-05-01,337.0,
1517,Homens,50 a 54 anos,2015-06-01,340.0,
1518,Homens,50 a 54 anos,2015-07-01,337.0,
1519,Homens,50 a 54 anos,2015-08-01,337.0,
1520,Homens,50 a 54 anos,2015-09-01,296.0,
1521,Homens,50 a 54 anos,2015-10-01,331.0,
1522,Homens,50 a 54 anos,2015-11-01,319.0,
1523,Homens,50 a 54 anos,2015-12-01,329.0,
1524,Homens,50 a 54 anos,2016-01-01,351.0,
1525,Homens,50 a 54 anos,2016-02-01,329.0,
1526,Homens,50 a 54 anos,2016-03-01,406.0,
1527,Homens,50 a 54 anos,2016-04-01,387.0,
1528,Homens,50 a 54 anos,2016-05-01,340.0,
1529,Homens,50 a 54 anos,2016-06-01,380.0,
1530,Homens,50 a 54 anos,2016-07-01,348.0,
1531,Homens,50 a 54 anos,2016-08-01,341.0,
1532,Homens,50 a 54 anos,2016-09-01,332.0,
1533,Homens,50 a 54 anos,2016-10-01,365.0,
1534,Homens,50 a 54 anos,2016-11-01,316.0,
1535,Homens,50 a 54 anos,2016-12-01,347.0,
1536,Homens,50 a 54 anos,2017-01-01,331.0,
1537,Homens,50 a 54 anos,2017-02-01,316.0,
1538,Homens,50 a 54 anos,2017-03-01,316.0,
1539,Homens,50 a 54 anos,2017-04-01,309.0,
1540,Homens,50 a 54 anos,2017-05-01,304.0,
1541,Homens,50 a 54 anos,2017-06-01,314.0,
1542,Homens,50 a 54 anos,2017-07-01,358.0,
1543,Homens,50 a 54 anos,2017-08-01,325.0,
1544,Homens,50 a 54 anos,2017-09-01,330.0,
1545,Homens,50 a 54 anos,2017-10-01,295.0,
1546,Homens,50 a 54 anos,2017-11-01,319.0,
1547,Homens,50 a 54 anos,2017-12-01,356.0,
1548,Homens,50 a 54 anos,2018-01-01,329.0,
1549,Homens,50 a 54 anos,2018-02-01,308.0,
1550,Homens,50 a 54 anos,2018-03-01,326.0,
1551,Homens,50 a 54 anos,2018-04-01,321.0,
1552,Homens,50 a 54 anos,2018-05-01,341.0,
1553,Homens,50 a 54 anos,2018-06-01,384.0,
1554,Homens,50 a 54 anos,2018-07-01,359.0,
1555,Homens,50 a 54 anos,2018-08-01,360.0,
1556,Homens,50 a 54 anos,2018-09-01,321.0,
1557,Homens,50 a 54 anos,2018-10-01,302.0,
1558,Homens,50 a 54 anos,2018-11-01,324.0,
1559,Homens,50 a 54 anos,2018-12-01,347.0,
1560,Homens,50 a 54 anos,2019-01-01,307.0,
1561,Homens,50 a 54 anos,2019-02-01,293.0,
1562,Homens,50 a 54 anos,2019-03-01,331.0,
1563,Homens,50 a 54 anos,2019-04-01,311.0,
1564,Homens,50 a 54 anos,2019-05-01,329.0,
1565,Homens,50 a 54 anos,2019-06-01,362.0,
1566,Homens,50 a 54 anos,2019-07-01,328.0,
1567,Homens,50 a 54 anos,2019-08-01,319.0,
1568,Homens,50 a 54 anos,2019-09-01,329.0,
1569,Homens,50 a 54 anos,2019-10-01,331.0,
1570,Homens,50 a 54 anos,2019-11-01,283.0,
1571,Homens,50 a 54 anos,2019-12-01,347.0,
1572,Homens,50 a 54 anos,2020-01-01,346.0,320.988122332177
